Risk_State,Mean_s,Std_s,Mean_b0,Std_b0,Mean_b2,Std_b2,Corr_b0_b2
Low,1.01740476010632,0.205014237640989,0.2540557891104,0.158502915507762,0.763348970995921,0.24645070596226,-0.56101826110228
High,1.02075200951918,0.208703216221655,0.263381328126006,0.13598816566122,0.757370681393175,0.176665041950006,-0.127917810656686
Pooled,1.01889428609504,0.206636068951975,0.258205653972345,0.148952961322002,0.760688632122699,0.218156579024301,-0.416691115529832
