Mechanism,N_Auctions,Mean_Entry,Mean_Winning_Bid,Mean_Final_Payment,Std_Final_Payment,Mean_Abs_Overrun
UP_Low,112,7,0.776623022123544,0.770728813080868,0.0816710570165566,0.0334607866317755
UP_High,88,7,0.782232605947146,0.771929734161761,0.0735837645815183,0.0416603371563736
FP_Low,112,7,0.775734566497869,0.775734566497869,0.0425498649978038,0
FP_High,88,7,0.799529718378814,0.799529718378814,0.0594713429879453,0
