Metric,All,Low_Risk,High_Risk
Mean_Winning_Bid_Change_Pct,1.1765229302362,1.35780974236814,0.936212504851999
Mean_Final_Payment_Change_Pct,1.96440072701896,2.12203379001237,1.75544527142305
Mean_Entry_Change,-1.195,-1.14035087719298,-1.26744186046512
Mean_Overrun_Change,0.000501680456930721,0.000552378157734154,0.000434476527958729
