Risk_State,Mean_b0,Std_b0,Mean_b2,Std_b2,Corr_b0_b2
Low,0.0259408595366027,0.0160215559979333,0.0757991359860641,0.0251279352637695,-0.568814419025848
High,0.0252907999442321,0.013570389261716,0.0763023305850948,0.0178380110707667,-0.201737732874702
Pooled,0.0256207358505485,0.0148639700737793,0.0760469355904924,0.0218388141960828,-0.432120501002819
