Risk_State,Mean_s,Std_s,Mean_b0,Std_b0,Mean_b2,Std_b2,Corr_b0_b2
Low,1.00377474508781,0.194589009445793,0.255838099280648,0.160090239679663,0.747936645807161,0.247390128342049,-0.618181961758079
High,1.00508541101656,0.202135184373877,0.250299376368596,0.1288480721634,0.754786034647964,0.185857180777104,-0.214764663318472
Pooled,1.0043121181186,0.197618484108394,0.253567222886707,0.148036805064586,0.75074489523189,0.22413730941845,-0.498776282122123
