Mechanism,N_Auctions,Mean_Entry,Mean_Winning_Bid,Mean_Final_Payment,Std_Final_Payment,Mean_Abs_Overrun
UP_Low,115,10,0.760155175235824,0.754825890780982,0.0471929460049106,0.0287168681218735
UP_High,85,10,0.764961744332576,0.760076106712393,0.0710912134459405,0.0436652612230718
FP_Low,115,10,0.767627029830003,0.767627029830003,0.0339076538752148,0
FP_High,85,10,0.778463764282027,0.778463764282027,0.0439972370059286,0
