Risk_State,Mean_s,Std_s,Mean_b0,Std_b0,Mean_b2,Std_b2,Corr_b0_b2
Low,1.01490402581826,0.198320177540719,0.257525022742838,0.16354917066897,0.757379003075419,0.246500451171731,-0.597544057185818
High,1.01670497330859,0.206468715466219,0.262988112727108,0.138726685515865,0.753716860581478,0.179932486850555,-0.180107067669944
Pooled,1.0157144521889,0.202004217469055,0.25998341323576,0.152884289310561,0.755731038953145,0.219044412438466,-0.456102884437632
