Mechanism,N_Auctions,Mean_Entry,Mean_Winning_Bid,Mean_Final_Payment,Std_Final_Payment,Mean_Abs_Overrun
UP_Low,114,14.8157894736842,0.752004469200445,0.748321948148884,0.0417003576663674,0.00383012334968476
UP_High,86,14.7441860465116,0.758249725757731,0.75535321557134,0.0536099950777816,0.00538367911676914
FP_Low,114,13.6754385964912,0.762007475565828,0.762007475565828,0.0261060528808393,0
FP_High,86,13.4767441860465,0.764793888863568,0.764793888863568,0.0168294931341393,0
