Metric,All,Low_Risk,High_Risk
Mean_Winning_Bid_Change_Pct,2.98669846832491,2.6868747563311,3.41815210265745
Mean_Final_Payment_Change_Pct,3.04773360767461,2.44248656689472,3.91869886147982
Mean_Entry_Change,0,0,0
Mean_Overrun_Change,-0.00306139641196463,-0.00357281689756469,-0.00232544985951576
