Mechanism,N_Auctions,Mean_Entry,Mean_Winning_Bid,Mean_Final_Payment,Std_Final_Payment,Mean_Abs_Overrun
UP_Low,109,17.8532110091743,0.753907350676463,0.745022769283725,0.0399847893002845,0.00268917418335151
UP_High,91,17.8351648351648,0.754564459368117,0.747646145997321,0.0517444652096332,0.00356352246527239
FP_Low,109,14.954128440367,0.757516000690389,0.757516000690389,0.0144532973520913,0
FP_High,91,14.8021978021978,0.768331718254761,0.768331718254761,0.0251652995809383,0
