N_Entrants,Mechanism,N_Obs,Mean_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
4,UP,1,0.755416573388342,0.70620705994564,0
4,FP,8,0.812851053373038,0.812851053373038,0.0632556869392742
6,UP,2,0.82891294135409,0.839860388600957,0.118083349778063
6,FP,46,0.783058220029662,0.783058220029662,0.041360003449004
