N_Entrants,Mechanism,N_Obs,Mean_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
2,UP,82,0.921536802110002,0.924462631130184,0.183026643436067
2,FP,36,0.937398105536025,0.937398105536025,0.146651852675564
3,UP,38,0.851011790501425,0.856920422648559,0.151909707432708
3,FP,13,0.874870295548705,0.874870295548705,0.123385644082859
