Mechanism,Mean_Payment,Payment_CV,Mean_Entry_Rate,Mean_Abs_Overrun,Overrun_Risk,Mean_Winner_Score
UP,0.771496452006491,0.0816669648029346,0.887,0.00415649470707023,0.00542779649432946,0.770314654254535
FP,0.792193559004008,0.0794348359429175,0.6845,0,0,0.792193559004008
