Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,0.101667671441041,0.0204286284546797,0.0773469509186108,0.00440105162174061,0.0767874579304871,0.00627485108421496
FP,0.103806077467029,0.021011818099392,0.0822484053577541,0.00988371320444164,0.0822484053577541,0.00988371320444164
