N_Entrants,Score_Mean,Score_Std,B0_Mean,B0_Std
3,1.00216327130436,0.193179169189459,0.248010161639769,0.143763964387823
5,1.01332232807318,0.20862801894974,0.258814580613138,0.152317889897126
7,1.01794548358042,0.207598561913743,0.262547380803166,0.153322544922307
9,1.0124187457562,0.20084558434512,0.26556635952249,0.148543182509424
