Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,1.0043121181186,0.197618484108394,0.79300841798597,0.0650471981953516,0.796069814397934,0.085722712621261
FP,1.03736614922628,0.209685865053485,0.811610539885799,0.0820256517300749,0.811610539885799,0.0820256517300749
