Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,1.01667671441041,0.204286284546797,0.773469509186108,0.0440105162174061,0.767874579304871,0.0627485108421496
FP,1.03806077467029,0.21011818099392,0.822484053577541,0.0988371320444164,0.822484053577541,0.0988371320444164
