N_Entrants,Score_Mean,Score_Std,B1_Mean,B1_Std
3,1.00579892540819,0.201414730703696,0.751512873088456,0.21455698716743
5,1.00558048675676,0.202981846057786,0.750317502658272,0.210146899153968
7,1.01797321883172,0.200687037859324,0.759879416020832,0.212490574441345
9,1.01294475288443,0.205703265777889,0.751832042658806,0.217443963001948
