Metric,All,Low_Risk,High_Risk
Mean_Winning_Bid_Change_Pct,0.726103385091532,0.307460143488019,1.23777845816249
Mean_Final_Payment_Change_Pct,1.90641747425033,1.26635529021561,2.68871569918166
Mean_Entry_Change,0,0,0
Mean_Overrun_Change,0.00694234994464153,0.00593127502065086,0.00817810818507456
