Mechanism,N_Auctions,Mean_Entry,Mean_Winning_Bid,Mean_Final_Payment,Std_Final_Payment,Mean_Abs_Overrun
UP_Low,111,15,0.754871879114731,0.746062725594338,0.0400920047245193,0.00790246376025235
UP_High,89,15,0.755014911878456,0.746198040299611,0.059332912184833,0.0121122064588369
FP_Low,111,15,0.75631680293933,0.75631680293933,0.0119187434005943,0
FP_High,89,15,0.764633622647549,0.764633622647549,0.0153783660185034,0
