Metric,All,Low_Risk,High_Risk
Mean_Winning_Bid_Change_Pct,1.47374158203288,1.11012789999258,1.9656895047933
Mean_Final_Payment_Change_Pct,2.58685401885027,2.08278142727854,3.26883458391792
Mean_Entry_Change,0,0,0
Mean_Overrun_Change,0.00257036727505616,0.00266464222742144,0.00244281881009136
