Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,1.00767619026555,0.200013722568607,0.754206335131166,0.0159001435957006,0.746216405688411,0.0456105423843926
FP,1.03594015787558,0.214218389505871,0.762437152182178,0.0207108449565144,0.762437152182178,0.0207108449565144
