Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,1.00981421346263,0.204413239096037,0.754689929520078,0.0173008701688835,0.75134539314054,0.0471932896231466
FP,1.03003068360614,0.21173779605768,0.763205633283856,0.0225807028531458,0.763205633283856,0.0225807028531458
