Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,1.01889428609504,0.206636068951975,0.754935528694588,0.0147101894959831,0.746122940638185,0.0494495423431064
FP,1.02451723831078,0.209117685597484,0.760017787709487,0.0141517831452765,0.760017787709487,0.0141517831452765
