Mechanism,N_Auctions,Mean_Entry,Mean_Winning_Bid,Mean_Final_Payment,Std_Final_Payment,Mean_Abs_Overrun
UP_Low,110,8.80909090909091,0.769089000653322,0.769674655088619,0.0599467754269827,0.00368974948827406
UP_High,90,8.94444444444444,0.771812675322683,0.77372309268389,0.0668269898444447,0.00472696108559887
FP_Low,110,6.81818181818182,0.795211961156285,0.795211961156285,0.0710854993943149,0
FP_High,90,6.87777777777778,0.788504400817891,0.788504400817891,0.0513853691872079,0
