Mechanism,Mean_Payment,Payment_CV,Mean_Entry_Rate,Mean_Abs_Overrun,Overrun_Risk,Mean_Winner_Score
UP,0.746122940638185,0.0662753276300692,1,0.00977579926112247,0.013956865533026,0.754935528694588
FP,0.760017787709487,0.0186203314897756,1,0,0,0.760017787709487
