Mechanism,Mean_Payment,Payment_CV,Mean_Entry_Rate,Mean_Abs_Overrun,Overrun_Risk,Mean_Winner_Score
UP,0.745850962291202,0.0512884699649017,1,0.0280025757610267,0.0373705586761202,0.752793312235843
FP,0.758098672965183,0.0144179453881423,1,0,0,0.758098672965183
