Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,1.0157144521889,0.202004217469055,0.752793312235843,0.0113898525245513,0.745850962291202,0.0382535546777653
FP,1.02930288926986,0.208812909586687,0.758098672965183,0.0109302252656352,0.758098672965183,0.0109302252656352
