Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,1.01603398308085,0.19789574033116,0.770314654254535,0.0389296986111975,0.771496452006491,0.0630057735916031
FP,1.03126582136743,0.212277640994277,0.792193559004008,0.0629277653945192,0.792193559004008,0.0629277653945192
