Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,NaN,NaN,NaN,NaN,NaN,NaN
FP,1.0521472997133,0.217829227519738,NaN,NaN,NaN,NaN
