Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,1.01141058809251,0.20185594620652,0.762197967101943,0.0303521396017341,0.757057232551831,0.0584462891452938
FP,1.03871072229633,0.209690338957218,0.772232641972113,0.0387889734703378,0.772232641972113,0.0387889734703378
