Risk_State,Mean_s,Std_s,Mean_b0,Std_b0,Mean_b2,Std_b2,Corr_b0_b2
Low,1.00900273943586,0.207404944908955,0.261290377900007,0.162200851237118,0.747712361535855,0.247178023018382,-0.553586030057305
High,1.01089511222542,0.200435232950282,0.254157665402202,0.135984597391384,0.756737446823219,0.175345279660388,-0.19005614476803
Pooled,1.00981421346263,0.204413239096037,0.258231778154583,0.151532272644834,0.751582435308049,0.219287987918958,-0.44034272061168
