Risk_State,Mean_s,Std_s,Mean_b0,Std_b0,Mean_b2,Std_b2,Corr_b0_b2
Low,1.01103078398673,0.201035406667496,0.256747333128007,0.155240558666077,0.754283450858727,0.24448815103748,-0.572512857205808
High,1.00365398485494,0.19876901987178,0.257957560550462,0.138216024053871,0.745696424304482,0.173813584916383,-0.204083015752142
Pooled,1.00767619026555,0.200013722568607,0.257297683115859,0.147723030197385,0.750378507149694,0.215259434645191,-0.442677867070479
