Risk_State,Mean_s,Std_s,Mean_b0,Std_b0,Mean_b2,Std_b2,Corr_b0_b2
Low,1.01251899893189,0.205795026962659,0.246785006682536,0.154281806334186,0.765733992249355,0.242374997520342,-0.537477479124545
High,1.02563516755905,0.211033401297778,0.262181478478541,0.14090864271502,0.763453689080509,0.180882860006294,-0.157697177620959
Pooled,1.01829011312784,0.208143237346323,0.253559454272778,0.148690738328956,0.764730658855063,0.217401599091513,-0.402912556118853
