Mechanism,N_Auctions,Mean_Entry,Mean_Winning_Bid,Mean_Final_Payment,Std_Final_Payment,Mean_Abs_Overrun
UP_Low,104,7.75961538461539,0.0779090402370111,0.0776146733175566,0.00658754276402424,0.00317321375802165
UP_High,96,8.15625,0.0767380208236772,0.0758913079278285,0.00581952840342256,0.00414396367623254
FP_Low,104,5.52884615384615,0.081214012694934,0.081214012694934,0.00878271693151569,0
FP_High,96,5.5625,0.0833689974091425,0.0833689974091425,0.0108884405609166,0
