Mechanism,N_Auctions,Mean_Entry,Mean_Winning_Bid,Mean_Final_Payment,Std_Final_Payment,Mean_Abs_Overrun
UP_Low,118,5,0.795356544642306,0.79892936153987,0.0802533697143335,0.0341025561352539
UP_High,82,5,0.78962940645612,0.791954856315636,0.0933878367999751,0.0440148723486134
FP_Low,118,5,0.811026062833066,0.811026062833066,0.0831977691289082,0
FP_High,82,5,0.81245161662022,0.81245161662022,0.080810427040631,0
