Mechanism,Mean_Payment,Payment_CV,Mean_Entry_Rate,Mean_Abs_Overrun,Overrun_Risk,Mean_Winner_Score
UP,0.771257218356461,0.101167426479174,1,0.0370685888625987,0.0465149254162161,0.779091239005929
FP,0.786204433325485,0.0660468562086691,1,0,0,0.786204433325485
