Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,1.01829011312784,0.208143237346323,0.779091239005929,0.0560389089537454,0.771257218356461,0.0780261079346098
FP,1.03885216798771,0.217860835478405,0.786204433325485,0.0519263311584665,0.786204433325485,0.0519263311584665
