Mechanism,Mean_Bid,Std_Bid,Mean_Winning_Bid,Std_Winning_Bid,Mean_Final_Payment,Std_Final_Payment
UP,NaN,NaN,NaN,NaN,NaN,NaN
FP,1.03534957592921,0.216248040954867,NaN,NaN,NaN,NaN
