Mechanism,N_Auctions,Mean_Entry,Mean_Winning_Bid,Mean_Final_Payment,Std_Final_Payment,Mean_Abs_Overrun
UP_Low,110,20,0.753043484341111,0.74711220932046,0.0323911209066186,0.0235827454045432
UP_High,90,20,0.752487546329406,0.744309438144331,0.044526670750163,0.0334045906411732
FP_Low,110,20,0.755154406396531,0.755154406396531,0.00922536941216787,0
FP_High,90,20,0.761697220993536,0.761697220993536,0.0117935266331754,0
