auction_id,mechanism,risk,sigma,N_potential,delta,kbar,n,win_score,win_b0,win_b2,win_e0,win_e2,epsilon,pay_final,overrun,skipped,scale_s
19,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.114094297868756,0.0522606130006326,0.061833684868123,0.0334689713677704,0.980781094708768,0.0113945508839857,0.113610489204041,-0.000483808664714175,0,0.15
19,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,14,0.111692203034784,0.111692203034784,0,2.22044604925031e-16,0.963807819482925,-0.10083175736852,0.111692203034784,0,0,0.15
20,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.112730194152307,0.0592828174738415,0.0534473766784653,2.22044604925031e-16,0.97765549493636,-0.0415063372000974,0.1093175341346,-0.00341266001770724,0,0.15
20,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,14,0.112735218105094,0.112735218105094,0,2.22044604925031e-16,0.973005483353578,-0.0872493238072567,0.112735218105094,0,0,0.15
21,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.130612803033129,0.0226033885112564,0.108009414521873,0.484400997708314,0.997160814745593,0.0934473154874043,0.140399334130517,0.0097865310973877,0,0.15
21,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,12,0.115585758449987,0.115585758449987,0,2.22044604925031e-16,0.989411255584373,0.0554694888433567,0.115585758449987,0,0,0.15
22,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,14,0.111965281725636,0.0863092029201899,0.0256560788054457,2.22044604925031e-16,0.967297602960251,-0.0637795595150365,0.109489933044962,-0.00247534868067317,0,0.15
22,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,12,0.112757769538496,0.112757769538496,0,2.22044604925031e-16,0.973204349245772,0.00281086351221443,0.112757769538496,0,0,0.15
23,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.130245866807205,0.0117267446500608,0.118519122157144,0.474001412690571,1.00190791069055,0.142103228444078,0.147313940598291,0.0170680737910865,0,0.15
23,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,13,0.112575546164605,0.112575546164605,0,2.22044604925031e-16,0.971597441018098,-0.0240345323298036,0.112575546164605,0,0,0.15
24,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.112536965574133,0.0671900452534596,0.045346920320673,2.22044604925031e-16,0.974636432915775,-0.0333666872932166,0.109873729408466,-0.0026632361656667,0,0.15
24,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,15,0.111996207784001,0.111996207784001,0,2.22044604925031e-16,0.966488638131252,0.0344861776150225,0.111996207784001,0,0,0.15
25,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.11313382234816,0.0375275316637261,0.0756062906844338,2.22044604925031e-16,0.985914182192724,-0.0477881153031954,0.10845576377562,-0.00467805857253954,0,0.15
25,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,14,0.113727886800802,0.113727886800802,0,2.22044604925031e-16,0.981759175633286,0.0530131594573241,0.113727886800802,0,0,0.15
26,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.113141363706631,0.0310800534410502,0.0820613102655808,2.22044604925031e-16,0.983494122086103,0.234528233851705,0.131032563902076,0.0178912001954453,0,0.15
26,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,14,0.114544252471378,0.114544252471378,0,2.22044604925031e-16,0.980226899539897,0.191362098711775,0.114544252471378,0,0,0.15
27,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.112063650843086,0.0833461556975835,0.0287174951455027,2.22044604925031e-16,0.968438601120506,-0.082158762304942,0.108797892666326,-0.00326575817675984,0,0.15
27,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,14,0.112860218170689,0.112860218170689,0,2.22044604925031e-16,0.974107776712539,-0.0927796450939837,0.112860218170689,0,0,0.15
28,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.112857192045845,0.0534277397283725,0.0594294523174729,2.22044604925031e-16,0.979885030726479,-0.096924277135308,0.105901613732119,-0.00695557831372647,0,0.15
28,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,10,0.114705573796312,0.114705573796312,0,2.22044604925031e-16,0.990380753438143,0.0875333932056063,0.114705573796312,0,0,0.15
29,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.113055118012284,0.0426749767655562,0.0703801412467282,2.22044604925031e-16,0.983966382144878,-0.135952475994917,0.10235831525958,-0.0106968027527042,0,0.15
29,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,14,0.114018183461613,0.114018183461613,0,2.22044604925031e-16,0.984319110929524,-0.0287762383569587,0.114018183461613,0,0,0.15
30,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.112799999017638,0.0561426607792671,0.0566573382383708,2.22044604925031e-16,0.978851856302313,-0.0162950459040886,0.110678567559647,-0.00212143145799126,0,0.15
30,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,13,0.135046326174771,0.135046326174771,0,0.6064926814678,0.979621824045745,0.111430248362501,0.135046326174771,0,0,0.15
31,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.1127727055825,0.0573915981540617,0.0553811074284383,2.22044604925031e-16,0.978376201623418,-0.0193972575389595,0.110500914078013,-0.00227179150448659,0,0.15
31,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,11,0.113089084653706,0.113089084653706,0,2.22044604925031e-16,0.976125999377604,0.0969397009533837,0.113089084653706,0,0,0.15
32,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,14,0.113371648967332,0.0123060528460747,0.101065596121257,2.22044604925031e-16,0.995402934272827,0.0703452055737185,0.120016523914787,0.0066448749474549,0,0.15
32,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,15,0.114426494273304,0.114426494273304,0,2.22044604925031e-16,0.987919735984277,-0.107059516417205,0.114426494273304,0,0,0.15
33,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.113062952570144,0.0354381147175561,0.0776248378525879,2.22044604925031e-16,0.981157461790544,-0.243286915066324,0.0927151962632241,-0.0203477563069199,0,0.15
33,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,15,0.113423590180464,0.113423590180464,0,2.22044604925031e-16,0.970344514934296,-0.087271579721636,0.113423590180464,0,0,0.15
34,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.118836876705834,0.0443311414676077,0.0745057352382267,0.164142278285906,0.979514651341548,0.140280708244122,0.127762318049893,0.00892544134405808,0,0.15
34,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,13,0.115172119636407,0.115172119636407,0,2.22044604925031e-16,0.985763646542425,-0.0200596013264358,0.115172119636407,0,0,0.15
35,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.11245224797138,0.0703672805654844,0.0420849674058956,2.22044604925031e-16,0.973420694231069,0.000429228092917074,0.111351722804723,-0.00110052516665668,0,0.15
35,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,13,0.113184494899866,0.113184494899866,0,2.22044604925031e-16,0.976967359333318,0.00433523792328942,0.113184494899866,0,0,0.15
36,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.11283591820429,0.0544539140005926,0.058382004203697,2.22044604925031e-16,0.979494643977985,0.0891072850154744,0.116841036311167,0.00400511810687788,0,0.15
36,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,14,0.114194735407826,0.114194735407826,0,2.22044604925031e-16,0.985876006406536,0.0510031581247146,0.114194735407826,0,0,0.15
37,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.111528471952951,0.0983432787750772,0.0131851931778738,2.22044604925031e-16,0.962649670115697,0.081553846774784,0.112111303862293,0.000582831909342399,0,0.15
37,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,10,0.115351465735577,0.115351465735577,0,0.0717781225923082,0.973574577799233,0.0430521578925417,0.115351465735577,0,0,0.15
38,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.112796481776542,0.0472684512703552,0.065528030506187,2.22044604925031e-16,0.974786154409804,0.0444604227107339,0.114057672069237,0.00126119029269432,0,0.15
38,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,14,0.114879004709448,0.114879004709448,0,2.22044604925031e-16,0.983178859345366,-0.037629540000743,0.114879004709448,0,0,0.15
39,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,14,0.112364700613276,0.0735008069499672,0.0388638936633093,2.22044604925031e-16,0.972220191324539,-0.0308046124047212,0.11008788190209,-0.00227681871118672,0,0.15
39,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,15,0.112333756956428,0.112333756956428,0,2.22044604925031e-16,0.969465262263848,-0.0325670453451429,0.112333756956428,0,0,0.15
40,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.112595375187818,0.0560081809587847,0.0565871942290328,0.00127645082535333,0.97007707584623,0.166568203187239,0.120327748132965,0.00773237294514734,0,0.15
40,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,15,0.114253621548175,0.114253621548175,0,2.22044604925031e-16,0.977664015427099,0.0818039486280436,0.114253621548175,0,0,0.15
41,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,14,0.112753443988227,0.0489029327643784,0.0638505112238488,2.22044604925031e-16,0.973902616243176,0.074762413525321,0.11586073101767,0.00310728702944235,0,0.15
41,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,15,0.114287018594118,0.114287018594118,0,2.22044604925031e-16,0.977958522000381,-0.0235257763817127,0.114287018594118,0,0,0.15
42,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.113394654447234,0.010529908107229,0.102864746340005,0.000431445190621549,0.996073482431453,0.0789209689717762,0.121108939667735,0.00771428522050102,0,0.15
42,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,12,0.113612211015861,0.113612211015861,0,2.22044604925031e-16,0.980739106587553,-0.0710794028776258,0.113612211015861,0,0,0.15
43,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,14,0.112936658260672,0.0494003507976785,0.0635363074629937,2.22044604925031e-16,0.981415666760578,0.0231185053760417,0.113224742815635,0.000288084554962431,0,0.15
43,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,13,0.113735321819308,0.113735321819308,0,2.22044604925031e-16,0.981824739586201,-0.0345830233800421,0.113735321819308,0,0,0.15
44,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,14,0.112509638236697,0.0682317462198459,0.0442778920168512,2.22044604925031e-16,0.974238003172012,0.00016212345417168,0.111376129807806,-0.0011335084288909,0,0.15
44,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,13,0.113183780877264,0.113183780877264,0,2.22044604925031e-16,0.976961062837696,0.00158006722153434,0.113183780877264,0,0,0.15
45,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.112438312104476,0.0708757440246992,0.0415625680797772,2.22044604925031e-16,0.973225994587567,-0.149329166197254,0.105119012045384,-0.00731930005909226,0,0.15
45,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,14,0.122908207792827,0.122908207792827,0,0.285649122269369,0.973165652913928,0.0255322408817456,0.122908207792827,0,0,0.15
46,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.112299541578279,0.0757454135456585,0.0365541280326207,2.22044604925031e-16,0.971359335419136,-0.0691599249387277,0.108724526307314,-0.00357501527096492,0,0.15
46,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,15,0.11486063313073,0.11486063313073,0,2.22044604925031e-16,0.991748120917949,0.00473051588202654,0.11486063313073,0,0,0.15
47,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.112135413863028,0.0811127856679508,0.0310226281950773,2.22044604925031e-16,0.969297730450382,-0.051727367889754,0.109578229868491,-0.00255718399453665,0,0.15
47,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,13,0.113564288358461,0.113564288358461,0,2.22044604925031e-16,0.980316508005825,-0.0179665595156312,0.113564288358461,0,0,0.15
48,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.111681188628274,0.0943202336325427,0.0173609549957311,2.22044604925031e-16,0.964205987853175,-0.081017372450006,0.109653231437299,-0.00202795719097462,0,0.15
48,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,15,0.112508067046343,0.112508067046343,0,2.22044604925031e-16,0.971002388293472,0.0252666130881662,0.112508067046343,0,0,0.15
49,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.114709943779953,0.00753060205796861,0.107179341721984,0.0371345821980594,0.99672362096338,0.0640981334828454,0.121228779383876,0.00651883560392258,0,0.15
49,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,14,0.115067003364806,0.115067003364806,0,2.22044604925031e-16,0.984836695830875,0.00445239642040078,0.115067003364806,0,0,0.15
50,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.112860150800158,0.0447365970723341,0.0681235537278242,2.22044604925031e-16,0.976153199100635,-0.0308367018646585,0.109134916261588,-0.00372523453857057,0,0.15
50,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,14,0.11586967356802,0.11586967356802,0,2.22044604925031e-16,0.991914916393736,0.10267121106733,0.11586967356802,0,0,0.15
51,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.112563905111531,0.055510008149954,0.0570538969615773,2.22044604925031e-16,0.970322885048553,-0.0804600069402505,0.106280153107478,-0.00628375200405358,0,0.15
51,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,13,0.112819093282084,0.112819093282084,0,2.22044604925031e-16,0.96501385521717,0.0690625896333695,0.112819093282084,0,0,0.15
52,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.113687082323199,0.0191735527473938,0.0945135295758048,0.00994524953704956,0.992960961328341,-0.160926130687233,0.0978121013212919,-0.0158749810019067,0,0.15
52,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,14,0.113080170988724,0.113080170988724,0,2.22044604925031e-16,0.976047395938396,-0.0735968019928762,0.113080170988724,0,0,0.15
53,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.112781060646888,0.0478607858296549,0.0649202748172333,2.22044604925031e-16,0.974466053560396,-0.07688034277865,0.106132296845628,-0.0066487638012607,0,0.15
53,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,15,0.113960094350184,0.113960094350184,0,2.22044604925031e-16,0.975075592203923,0.0712378776737948,0.113960094350184,0,0,0.15
54,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.111155158092242,0.107510736895938,0.0036444211963044,2.22044604925031e-16,0.959093798561755,-0.00227975193353376,0.110997770288392,-0.000157387803850717,0,0.15
54,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,13,0.112227664874481,0.112227664874481,0,2.22044604925031e-16,0.968529704763457,-0.0513722110255488,0.112227664874481,0,0,0.15
55,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.112697430686364,0.050948663228993,0.0617487674573714,2.22044604925031e-16,0.972795641883056,0.165369820734151,0.121228977708154,0.00853154702179004,0,0.15
55,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,14,0.113784350145988,0.113784350145988,0,2.22044604925031e-16,0.973525820751489,0.119799055373898,0.113784350145988,0,0,0.15
56,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,14,0.113141768037087,0.0310559520405231,0.082085815996564,2.22044604925031e-16,0.983507029090423,-0.00447669353891169,0.111420456019659,-0.00172131201742833,0,0.15
56,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,14,0.114345049692832,0.114345049692832,0,2.22044604925031e-16,0.978470261260231,-0.0554664912442934,0.114345049692832,0,0,0.15
57,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.112263691126559,0.0645514280792642,0.0477122630472951,2.22044604925031e-16,0.965402709054848,-0.0443838110619333,0.108495324011832,-0.00376836711472731,0,0.15
57,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,13,0.115016835395071,0.115016835395071,0,2.22044604925031e-16,0.984394296988803,0.153882080422544,0.115016835395071,0,0,0.15
58,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.111788514812647,0.0766141791065797,0.0351743357060674,2.22044604925031e-16,0.958799066728336,-0.0575038721126904,0.108316638852256,-0.00347187596039132,0,0.15
58,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,15,0.112648611510537,0.112648611510537,0,2.22044604925031e-16,0.963510487942608,0.103034687975209,0.112648611510537,0,0,0.15
59,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.112672287482675,0.0518396301522735,0.0608326573304014,2.22044604925031e-16,0.972313132817118,-0.147364636444015,0.102023439347368,-0.0106488481353065,0,0.15
59,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,11,0.135895600429175,0.135895600429175,0,0.546351356352928,0.997233567585344,0.0309364870865313,0.135895600429175,0,0,0.15
60,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.112610574180415,0.0539615374332533,0.0586490367471616,2.22044604925031e-16,0.971163034486184,0.155398832451696,0.120033305765244,0.00742273158482908,0,0.15
60,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,13,0.112971467677178,0.112971467677178,0,2.22044604925031e-16,0.966357544762149,-0.0462936257481804,0.112971467677178,0,0,0.15
61,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.112768553922055,0.0575791248340653,0.0551894290879897,2.22044604925031e-16,0.978304762586868,0.102671145460617,0.117237568057077,0.00446901413502225,0,0.15
61,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,13,0.114030368876841,0.114030368876841,0,2.22044604925031e-16,0.984426565495906,0.0337423443178672,0.114030368876841,0,0,0.15
62,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.113373857957911,0.0118179964926174,0.101555861465293,2.22044604925031e-16,0.995585657494188,0.0241723175089528,0.115380396130164,0.00200653817225366,0,0.15
62,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,14,0.114330674356325,0.114330674356325,0,2.22044604925031e-16,0.987074762571141,0.0566453419965494,0.114330674356325,0,0,0.15
63,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,15,0.113183344886801,0.0284660806803849,0.0847172642064165,2.22044604925031e-16,0.984892995231849,-0.058556398997168,0.106942782847671,-0.00624056203913044,0,0.15
63,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,13,0.116364215788857,0.116364215788857,0,2.22044604925031e-16,0.996275958134601,-0.110550147684361,0.116364215788857,0,0,0.15
64,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,14,0.112800039910346,0.0471306825412015,0.0656693573691442,2.22044604925031e-16,0.974860590321634,-0.0463732152489329,0.108103851787589,-0.00469618812275638,0,0.15
64,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,14,0.113925992091473,0.113925992091473,0,2.22044604925031e-16,0.974774867905216,0.0309026592336666,0.113925992091473,0,0,0.15
65,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.112985606283793,0.0467419695175599,0.0662436367662331,2.22044604925031e-16,0.982424695723343,0.0287561153224779,0.113726263869464,0.000740657585671281,0,0.15
65,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,15,0.121821209743215,0.121821209743215,0,0.216198891422331,0.985352228184467,-0.121315522675559,0.121821209743215,0,0,0.15
66,UP,L,0.0837,15,0.984061708305826,0.0678863449678831,15,0.112820224107155,0.0551983348708843,0.057621889236271,2.22044604925031e-16,0.979211347071234,0.0313461523277591,0.113428567168136,0.000608343060980787,0,0.15
66,FP,L,0.0837,15,0.909384242453184,0.0491177189268801,14,0.113790088383625,0.113790088383625,0,2.22044604925031e-16,0.982307690476658,0.0917352337593956,0.113790088383625,0,0,0.15
67,UP,H,0.0995,15,0.983564843996916,0.0676008545325822,14,0.112848939284865,0.0451931171511019,0.0676558221337629,2.22044604925031e-16,0.975906848003845,0.0993168196689501,0.117938258365185,0.0050893190803199,0,0.15
67,FP,H,0.0995,15,0.909384242453184,0.0491177190212174,14,0.114339178437739,0.114339178437739,0,2.22044604925031e-16,0.978418486523341,-0.0334947888403752,0.114339178437739,0,0,0.15
