auction_id,risk,sigma,N_potential,delta,kbar,n,win_score,win_b0,win_b2,win_e0,win_e2,epsilon,pay_final,overrun,skipped,scale_s
136,L,0.0837,10,0.560677050330648,0.0216423263814932,6,0.0755542049797414,0.0755542049797414,0,2.22044604925031e-16,0.978262002401573,-0.0714982594552982,0.0755542049797414,0,0,0.1
137,L,0.0837,10,0.560677050330648,0.0216423263814932,4,0.0871884345027823,0.0871884345027823,0,0.378050346942967,1.01363814381243,0.0556439603015068,0.0871884345027823,0,0,0.1
138,H,0.0995,10,0.560677050330648,0.0216423268408614,6,0.0822364786943043,0.0822364786943043,0,0.233927568731063,0.98458616415698,0.0370942020546121,0.0822364786943043,0,0,0.1
139,L,0.0837,10,0.560677050330648,0.0216423263814932,6,0.0749976892865129,0.0749976892865129,0,2.22044604925031e-16,0.97090068370331,-0.121749313075501,0.0749976892865129,0,0,0.1
140,L,0.0837,10,0.560677050330648,0.0216423263814932,8,0.075322355519516,0.075322355519516,0,2.22044604925031e-16,0.975195210887975,0.106941115375831,0.075322355519516,0,0,0.1
141,L,0.0837,10,0.560677050330648,0.0216423263814932,7,0.0754629293788054,0.0754629293788054,0,2.22044604925031e-16,0.977054653461698,-0.0232291557457778,0.0754629293788054,0,0,0.1
142,L,0.0837,10,0.560677050330648,0.0216423263814932,4,0.0941251284439875,0.0941251284439875,0,0.76193598945645,0.985048252470516,0.0195863486747972,0.0941251284439875,0,0,0.1
143,L,0.0837,10,0.560677050330648,0.0216423263814932,6,0.0758494530645545,0.0758494530645545,0,2.22044604925031e-16,0.98216740035158,0.000233509759648679,0.0758494530645545,0,0,0.1
144,L,0.0837,10,0.560677050330648,0.0216423263814932,8,0.0754352755581495,0.0754352755581495,0,2.22044604925031e-16,0.976688862196901,-0.0281657244923142,0.0754352755581495,0,0,0.1
145,L,0.0837,10,0.560677050330648,0.0216423263814932,10,0.0755051185831239,0.0755051185831239,0,2.22044604925031e-16,0.977612711956143,0.0344610348137129,0.0755051185831239,0,0,0.1
146,L,0.0837,10,0.560677050330648,0.0216423263814932,7,0.0759757935792406,0.0759757935792406,0,2.22044604925031e-16,0.983838571487416,0.0362534759886224,0.0759757935792406,0,0,0.1
147,L,0.0837,10,0.560677050330648,0.0216423263814932,4,0.0759581166426881,0.0759581166426881,0,2.22044604925031e-16,0.983604749114144,0.00993246122993264,0.0759581166426881,0,0,0.1
148,H,0.0995,10,0.560677050330648,0.0216423268408614,3,0.0975932749929797,0.0975932749929797,0,0.891020104184005,0.981725094778283,-0.0550533410957865,0.0975932749929797,0,0,0.1
149,L,0.0837,10,0.560677050330648,0.0216423263814932,5,0.0869327197481349,0.0869327197481349,0,0.438010100101567,0.991458820312849,0.0547892407148829,0.0869327197481349,0,0,0.1
150,L,0.0837,10,0.560677050330648,0.0216423263814932,4,0.107215476051156,0.107215476051156,0,1.27698357801344,0.996737667028882,-0.131384095257744,0.107215476051156,0,0,0.1
151,H,0.0995,10,0.560677050330648,0.0216423268408614,5,0.0768738191891335,0.0768738191891335,0,2.22044604925031e-16,0.986985950554242,0.0386585547262941,0.0768738191891335,0,0,0.1
152,L,0.0837,10,0.560677050330648,0.0216423263814932,2,0.115661820585836,0.115661820585836,0,1.56060483222744,1.01954878902315,0.0250421016819976,0.115661820585836,0,0,0.1
153,H,0.0995,10,0.560677050330648,0.0216423268408614,6,0.0773923844678842,0.0773923844678842,0,2.22044604925031e-16,0.993845279719621,0.0590848946723476,0.0773923844678842,0,0,0.1
154,L,0.0837,10,0.560677050330648,0.0216423263814932,6,0.0744415663677862,0.0744415663677862,0,2.22044604925031e-16,0.963544560435422,-0.0119271449065017,0.0744415663677862,0,0,0.1
155,H,0.0995,10,0.560677050330648,0.0216423268408614,5,0.0764761340176218,0.0764761340176218,0,2.22044604925031e-16,0.981725564677143,0.181033080640642,0.0764761340176218,0,0,0.1
156,H,0.0995,10,0.560677050330648,0.0216423268408614,5,0.0770970079057247,0.0770970079057247,0,2.22044604925031e-16,0.989938182261001,-0.0394639489487843,0.0770970079057247,0,0,0.1
157,L,0.0837,10,0.560677050330648,0.0216423263814932,5,0.0764747733084365,0.0764747733084365,0,2.22044604925031e-16,0.990438860981993,-0.160501299173384,0.0764747733084365,0,0,0.1
158,L,0.0837,10,0.560677050330648,0.0216423263814932,7,0.0752910266179831,0.0752910266179831,0,2.22044604925031e-16,0.974780807409027,-0.00563952150975573,0.0752910266179831,0,0,0.1
159,H,0.0995,10,0.560677050330648,0.0216423268408614,5,0.0901711947562846,0.0901711947562846,0,0.5721019882924,0.983527729446321,0.106869518220117,0.0901711947562846,0,0,0.1
160,L,0.0837,10,0.560677050330648,0.0216423263814932,5,0.0771400581683041,0.0771400581683041,0,2.22044604925031e-16,0.999238926164227,-0.110130565255603,0.0771400581683041,0,0,0.1
161,H,0.0995,10,0.560677050330648,0.0216423268408614,7,0.0765012876531202,0.0765012876531202,0,2.22044604925031e-16,0.982058284438096,-0.0373141563498719,0.0765012876531202,0,0,0.1
162,H,0.0995,10,0.560677050330648,0.0216423268408614,5,0.0776263211818219,0.0776263211818219,0,0.0403906643087931,0.984277527935691,0.191131339520405,0.0776263211818219,0,0,0.1
163,H,0.0995,10,0.560677050330648,0.0216423268408614,4,0.077108055633496,0.077108055633496,0,2.22044604925031e-16,0.990084315849809,0.0291013247166993,0.077108055633496,0,0,0.1
164,H,0.0995,10,0.560677050330648,0.0216423268408614,8,0.0750086964628021,0.0750086964628021,0,2.22044604925031e-16,0.962315015029591,-0.121427049455489,0.0750086964628021,0,0,0.1
165,L,0.0837,10,0.560677050330648,0.0216423263814932,5,0.0754818432442963,0.0754818432442963,0,2.22044604925031e-16,0.977304864101054,0.048481464871159,0.0754818432442963,0,0,0.1
166,H,0.0995,10,0.560677050330648,0.0216423268408614,7,0.0796176430535796,0.0796176430535796,0,0.120372990896104,0.985543939471871,0.0558972986182053,0.0796176430535796,0,0,0.1
167,L,0.0837,10,0.560677050330648,0.0216423263814932,3,0.0907946891052523,0.0907946891052523,0,0.548566316410932,1.00788452109021,-0.138502303087557,0.0907946891052523,0,0,0.1
168,L,0.0837,10,0.560677050330648,0.0216423263814932,6,0.081167888709622,0.081167888709622,0,0.198097272466505,0.990415155592265,0.0548543074398013,0.081167888709622,0,0,0.1
169,L,0.0837,10,0.560677050330648,0.0216423263814932,10,0.0762820395882095,0.0762820395882095,0,2.22044604925031e-16,0.987889444872771,0.0143361312614101,0.0762820395882095,0,0,0.1
170,L,0.0837,10,0.560677050330648,0.0216423263814932,5,0.0762944860439832,0.0762944860439832,0,2.22044604925031e-16,0.988054108566267,-0.165756043844948,0.0762944860439832,0,0,0.1
171,L,0.0837,10,0.560677050330648,0.0216423263814932,7,0.0758903378146591,0.0758903378146591,0,2.22044604925031e-16,0.982708204225906,-0.211382538059914,0.0758903378146591,0,0,0.1
172,H,0.0995,10,0.560677050330648,0.0216423268408614,6,0.0756401913315197,0.0756401913315197,0,2.22044604925031e-16,0.970668121790654,-0.0524598009400317,0.0756401913315197,0,0,0.1
173,L,0.0837,10,0.560677050330648,0.0216423263814932,8,0.0741769107541744,0.0741769107541744,0,2.22044604925031e-16,0.960043825067064,0.000430248559740516,0.0741769107541744,0,0,0.1
174,H,0.0995,10,0.560677050330648,0.0216423268408614,7,0.0839676214109574,0.0839676214109574,0,0.274122061637925,0.994884222403814,0.0503505648259934,0.0839676214109574,0,0,0.1
175,H,0.0995,10,0.560677050330648,0.0216423268408614,6,0.0931366866774214,0.0931366866774214,0,0.685457298791341,0.987217823104057,-0.132799020060032,0.0931366866774214,0,0,0.1
176,L,0.0837,10,0.560677050330648,0.0216423263814932,8,0.0752203060021237,0.0752203060021237,0,2.22044604925031e-16,0.973845349543085,-0.102910696118827,0.0752203060021237,0,0,0.1
177,H,0.0995,10,0.560677050330648,0.0216423268408614,6,0.0766921488376391,0.0766921488376391,0,2.22044604925031e-16,0.984582903641467,0.096451793398869,0.0766921488376391,0,0,0.1
178,H,0.0995,10,0.560677050330648,0.0216423268408614,5,0.0951871025099602,0.0951871025099602,0,0.722792819349119,1.0026353370401,-0.170721511771219,0.0951871025099602,0,0,0.1
179,L,0.0837,10,0.560677050330648,0.0216423263814932,6,0.0757343217046119,0.0757343217046119,0,2.22044604925031e-16,0.980644498763949,-0.0451655903229964,0.0757343217046119,0,0,0.1
180,L,0.0837,10,0.560677050330648,0.0216423263814932,6,0.0833517076971209,0.0833517076971209,0,0.236823875106308,1.00716116763345,-0.062949076952321,0.0833517076971209,0,0,0.1
181,L,0.0837,10,0.560677050330648,0.0216423263814932,5,0.0792764433528457,0.0792764433528457,0,0.198184662229651,0.965368673949922,-0.0104753729599207,0.0792764433528457,0,0,0.1
182,L,0.0837,10,0.560677050330648,0.0216423263814932,3,0.0757006132949536,0.0757006132949536,0,2.22044604925031e-16,0.980198620146285,-0.175189355638401,0.0757006132949536,0,0,0.1
183,L,0.0837,10,0.560677050330648,0.0216423263814932,4,0.0758619357153225,0.0758619357153225,0,2.22044604925031e-16,0.982332514625093,-0.00190867237238574,0.0758619357153225,0,0,0.1
184,L,0.0837,10,0.560677050330648,0.0216423263814932,5,0.0765313527725743,0.0765313527725743,0,2.22044604925031e-16,0.991187266667899,-0.00284863848467415,0.0765313527725743,0,0,0.1
185,L,0.0837,10,0.560677050330648,0.0216423263814932,7,0.0750294484955176,0.0750294484955176,0,2.22044604925031e-16,0.971320779319013,0.0416020135848697,0.0750294484955176,0,0,0.1
186,H,0.0995,10,0.560677050330648,0.0216423268408614,5,0.0945585597054171,0.0945585597054171,0,0.697799675861562,1.00215643075498,-0.033685374917969,0.0945585597054171,0,0,0.1
187,H,0.0995,10,0.560677050330648,0.0216423268408614,7,0.075690347202032,0.075690347202032,0,2.22044604925031e-16,0.971331558883265,0.0721946633106011,0.075690347202032,0,0,0.1
188,L,0.0837,10,0.560677050330648,0.0216423263814932,5,0.0759138931511673,0.0759138931511673,0,2.22044604925031e-16,0.983019810535846,0.110106456298892,0.0759138931511673,0,0,0.1
189,L,0.0837,10,0.560677050330648,0.0216423263814932,6,0.0764503351620449,0.0764503351620449,0,2.22044604925031e-16,0.990115576250429,-0.07481200946191,0.0764503351620449,0,0,0.1
190,H,0.0995,10,0.560677050330648,0.0216423268408614,7,0.0814280855744006,0.0814280855744006,0,0.192824159628559,0.986778725520139,0.152087253950617,0.0814280855744006,0,0,0.1
191,L,0.0837,10,0.560677050330648,0.0216423263814932,6,0.0813640794480552,0.0813640794480552,0,0.181855918792271,0.998101806664357,0.0656500208881818,0.0813640794480552,0,0,0.1
192,L,0.0837,10,0.560677050330648,0.0216423263814932,7,0.0757955628840227,0.0757955628840227,0,2.22044604925031e-16,0.981454567571598,0.0712824209341344,0.0757955628840227,0,0,0.1
193,L,0.0837,10,0.560677050330648,0.0216423263814932,5,0.100167896381511,0.100167896381511,0,0.949135979158428,1.00629331984095,-0.102861453184188,0.100167896381511,0,0,0.1
194,L,0.0837,10,0.560677050330648,0.0216423263814932,7,0.0761531108758674,0.0761531108758674,0,2.22044604925031e-16,0.986184038384735,-0.098424950008023,0.0761531108758674,0,0,0.1
195,L,0.0837,10,0.560677050330648,0.0216423263814932,7,0.0788563942774558,0.0788563942774558,0,0.14472657555869,0.976571122686593,-0.111111926636664,0.0788563942774558,0,0,0.1
196,H,0.0995,10,0.560677050330648,0.0216423268408614,5,0.0787699262514809,0.0787699262514809,0,0.0960811244430041,0.981946061886412,0.0926052963577407,0.0787699262514809,0,0,0.1
197,L,0.0837,10,0.560677050330648,0.0216423263814932,6,0.0750219252124155,0.0750219252124155,0,2.22044604925031e-16,0.971221264733966,0.0059003488862541,0.0750219252124155,0,0,0.1
198,H,0.0995,10,0.560677050330648,0.0216423268408614,4,0.0760317727045293,0.0760317727045293,0,2.22044604925031e-16,0.975847769166286,-0.0882549310555198,0.0760317727045293,0,0,0.1
199,L,0.0837,10,0.560677050330648,0.0216423263814932,3,0.0969025545166648,0.0969025545166648,0,0.812735647851802,1.00586140278684,-0.0527860937437392,0.0969025545166648,0,0,0.1
200,L,0.0837,10,0.560677050330648,0.0216423263814932,9,0.0932119806821373,0.0932119806821373,0,0.682970227921356,0.997724717985549,0.0775097032615428,0.0932119806821373,0,0,0.1
